0.2,1.010197498
0.4,1.006414722
0.6,1.00093265
0.8,1.002607037
1,1
1.25,1.003303749
1.5,1.007700837
1.75,1.008707947
2,1.008446609
2.5,1.015129998
3,1.013801019
3.5,1.014881828
4,1.013618705
5,1.014098055
6,1.004960605
8,0.984658602
10,0.9516741
12,0.910969149
15,0.839490404
